timestamp,datetime,cpu_temp,vulcan_s1_temp,vulcan_s2_temp
1766488811.317643,2025-12-23 19:20:11,87.0,60.0,60.5
1766488823.3388252,2025-12-23 19:20:23,90.0,60.0,60.5
1766488833.9224389,2025-12-23 19:20:33,89.0,60.0,60.5
1766488845.6638825,2025-12-23 19:20:45,87.0,60.0,60.5
1766488857.5688288,2025-12-23 19:20:57,90.0,60.0,60.7
1766488867.1473002,2025-12-23 19:21:07,87.0,60.0,60.7
1766488876.7102726,2025-12-23 19:21:16,89.0,60.2,60.7
1766488887.9043467,2025-12-23 19:21:27,89.0,60.2,60.7
1766488901.2612565,2025-12-23 19:21:41,87.0,60.2,60.7
1766488911.5180166,2025-12-23 19:21:51,87.0,60.2,60.7
1766488919.2443259,2025-12-23 19:21:59,87.0,60.2,61.0
1766488930.7891757,2025-12-23 19:22:10,90.0,60.5,61.0
1766488941.1866276,2025-12-23 19:22:21,89.0,60.5,61.0
1766488953.327219,2025-12-23 19:22:33,89.0,60.5,61.0
1766488963.320639,2025-12-23 19:22:43,87.0,60.5,61.0
1766488977.3802683,2025-12-23 19:22:57,87.0,60.5,61.2
1766488990.204626,2025-12-23 19:23:10,87.0,60.5,61.2
1766489004.4558728,2025-12-23 19:23:24,89.0,60.7,61.2
1766489013.8203223,2025-12-23 19:23:33,87.0,60.7,61.2
