timestamp,datetime,cpu_temp,vulcan_s1_temp,vulcan_s2_temp
1766484657.3090231,2025-12-23 18:10:57,83.0,59.2,60.0
1766484666.1705394,2025-12-23 18:11:06,83.0,59.5,60.0
